Price,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
2020-01-21,146.74000549316406,301.9863586425781,114.44975280761719,12.850000381469727,146.74000549316406,331.29998779296875,139.47000122070312,12.850000381469727,146.86000061035156,332.17999267578125,139.64999389648438,13.329999923706055,145.5500030517578,330.82000732421875,138.77000427246094,12.319999694824219,145.77000427246094,330.8999938964844,138.80999755859375,13.229999542236328,6086100,77742400,6794900,0
2020-01-22,146.7899932861328,302.0228576660156,114.85185241699219,12.90999984741211,146.7899932861328,331.3399963378906,139.9600067138672,12.90999984741211,146.80999755859375,332.95001220703125,140.13999938964844,13.010000228881836,146.3800048828125,331.1700134277344,139.58999633789062,12.3100004196167,146.67999267578125,332.239990234375,139.72000122070312,12.449999809265137,4778200,48914900,6317000,0
2020-01-23,147.1199951171875,302.36920166015625,115.65599060058594,12.979999542236328,147.1199951171875,331.7200012207031,140.94000244140625,12.979999542236328,147.6199951171875,332.1700134277344,141.3800048828125,14.149999618530273,146.6199951171875,329.4100036621094,140.77999877929688,12.9399995803833,147.0,330.6300048828125,140.85000610351562,13.260000228881836,8419800,51963000,9747400,0
2020-01-24,147.97999572753906,299.68017578125,116.59146118164062,14.5600004196167,147.97999572753906,328.7699890136719,142.0800018310547,14.5600004196167,148.3800048828125,332.5299987792969,142.5500030517578,15.979999542236328,146.88999938964844,327.3599853515625,141.3000030517578,12.619999885559082,146.89999389648438,332.44000244140625,141.4199981689453,12.75,9919900,87578400,8585000,0
2020-01-27,148.99000549316406,294.87652587890625,118.40499877929688,18.229999542236328,148.99000549316406,323.5,144.2899932861328,18.229999542236328,149.32000732421875,325.1199951171875,144.2899932861328,19.020000457763672,148.4600067138672,322.6600036621094,143.5,16.81999969482422,149.24000549316406,323.0299987792969,143.9499969482422,17.420000076293945,9988100,84062500,10935200,0
2020-01-28,147.66000366210938,297.96661376953125,117.47773742675781,16.280000686645508,147.66000366210938,326.8900146484375,143.16000366210938,16.280000686645508,148.55999755859375,327.8500061035156,144.08999633789062,18.030000686645508,147.52999877929688,323.6000061035156,142.82000732421875,15.6899995803833,148.36000061035156,325.05999755859375,143.92999267578125,16.940000534057617,7543100,63834000,10612900,0
2020-01-29,148.4600067138672,297.7204284667969,118.6265869140625,16.389999389648438,148.4600067138672,326.6199951171875,144.55999755859375,16.389999389648438,148.55999755859375,328.6300048828125,144.6999969482422,16.649999618530273,147.61000061035156,326.3999938964844,143.42999267578125,14.9399995803833,147.6999969482422,328.3800048828125,143.44000244140625,15.680000305175781,5013100,53888900,9566800,0
2020-01-30,148.47000122070312,298.6866149902344,118.64302062988281,15.489999771118164,148.47000122070312,327.67999267578125,144.5800018310547,15.489999771118164,149.30999755859375,327.9100036621094,145.6699981689453,18.389999389648438,148.00999450683594,323.5400085449219,144.2899932861328,15.300000190734863,148.69000244140625,324.3599853515625,144.89999389648438,17.81999969482422,9119500,75491800,14711800,0
2020-01-31,149.3300018310547,293.2630920410156,119.72611999511719,18.84000015258789,149.3300018310547,321.7300109863281,145.89999389648438,18.84000015258789,149.67999267578125,327.1700134277344,145.99000549316406,19.989999771118164,148.80999755859375,320.7300109863281,145.08999633789062,16.18000030517578,148.8800048828125,327.0,145.1699981689453,16.25,14788300,113845600,14538100,0
2020-02-03,148.36000061035156,295.4416198730469,119.62921905517578,17.969999313354492,148.36000061035156,324.1199951171875,145.5399932861328,17.969999313354492,148.77999877929688,326.1600036621094,145.75999450683594,18.8799991607666,147.67999267578125,323.2200012207031,144.1199951171875,17.100000381469727,148.66000366210938,323.3500061035156,144.9499969482422,18.639999389648438,9105300,69083000,15309000,0
2020-02-04,146.42999267578125,299.94464111328125,118.01803588867188,16.049999237060547,146.42999267578125,329.05999755859375,143.5800018310547,16.049999237060547,147.02999877929688,330.010009765625,144.13999938964844,16.459999084472656,145.8000030517578,327.7200012207031,143.05999755859375,15.630000114440918,146.97000122070312,328.07000732421875,143.99000549316406,16.450000762939453,10525600,62573200,11388300,0
2020-02-05,146.61000061035156,303.4082946777344,116.72761535644531,15.149999618530273,146.61000061035156,332.8599853515625,142.00999450683594,15.149999618530273,146.80999755859375,333.0899963378906,142.6999969482422,16.31999969482422,146.16000366210938,330.6700134277344,141.89999389648438,15.020000457763672,146.3800048828125,332.2699890136719,142.3000030517578,16.290000915527344,6160700,65951100,10782600,0
2020-02-06,147.39999389648438,304.4292297363281,117.25370025634766,14.960000038146973,147.39999389648438,333.9800109863281,142.64999389648438,14.960000038146973,147.6300048828125,334.19000244140625,142.8800048828125,15.65999984741211,147.0,332.79998779296875,142.0,14.699999809265137,147.27999877929688,333.9100036621094,142.17999267578125,15.130000114440918,4819800,50359700,6683100,0
2020-02-07,147.7899932861328,302.8067932128906,118.7167739868164,15.470000267028809,147.7899932861328,332.20001220703125,144.42999267578125,15.470000267028809,148.17999267578125,333.989990234375,144.74000549316406,16.15999984741211,147.33999633789062,331.6000061035156,143.8699951171875,14.8100004196167,147.8300018310547,332.82000732421875,144.22000122070312,15.069999694824219,6379300,64139400,11374800,0
2020-02-10,148.1699981689453,305.06732177734375,119.04561614990234,15.039999961853027,148.1699981689453,334.67999267578125,144.8300018310547,15.039999961853027,148.4499969482422,334.75,145.25,16.43000030517578,147.91000366210938,331.19000244140625,144.67999267578125,15.010000228881836,148.2100067138672,331.2300109863281,145.10000610351562,15.880000114440918,5793600,42070000,6699300,0
2020-02-11,147.66000366210938,305.5959777832031,118.44556427001953,15.180000305175781,147.66000366210938,335.260009765625,144.10000610351562,15.180000305175781,148.16000366210938,337.0199890136719,144.72000122070312,15.270000457763672,147.00999450683594,334.67999267578125,143.94000244140625,14.380000114440918,148.02999877929688,336.1600036621094,144.58999633789062,14.90999984741211,5179400,54864500,7784100,0
2020-02-12,147.5399932861328,307.56500244140625,117.84553527832031,13.739999771118164,147.5399932861328,337.4200134277344,143.3699951171875,13.739999771118164,147.80999755859375,337.6499938964844,143.5500030517578,14.880000114440918,147.16000366210938,336.42999267578125,142.99000549316406,13.729999542236328,147.4199981689453,336.8299865722656,143.3699951171875,14.859999656677246,5040600,43992700,5595500,0
2020-02-13,148.3800048828125,307.2366943359375,118.29757690429688,14.149999618530273,148.3800048828125,337.05999755859375,143.9199981689453,14.149999618530273,148.5800018310547,338.1199951171875,144.1999969482422,15.4399995803833,147.9499969482422,335.55999755859375,143.27000427246094,14.0,148.24000549316406,335.8599853515625,143.44000244140625,14.430000305175781,7082100,54501900,7883400,0
2020-02-14,149.0,307.7289123535156,118.81541442871094,13.680000305175781,149.0,337.6000061035156,144.5500030517578,13.680000305175781,149.1300048828125,337.7300109863281,145.0800018310547,14.539999961853027,148.6300048828125,336.20001220703125,144.4499969482422,13.380000114440918,148.74000549316406,337.510009765625,144.75999450683594,14.119999885559082,5345400,64582200,7137400,0
2020-02-18,150.91000366210938,306.9359436035156,119.62921905517578,14.829999923706055,150.91000366210938,336.7300109863281,145.5399932861328,14.829999923706055,151.08999633789062,337.6700134277344,146.0500030517578,15.489999771118164,149.47000122070312,335.2099914550781,144.9199981689453,14.529999732971191,149.8800048828125,336.510009765625,145.33999633789062,14.979999542236328,11524900,57226200,6909200,0
2020-02-19,151.7899932861328,308.4035339355469,119.62103271484375,14.380000114440918,151.7899932861328,338.3399963378906,145.52999877929688,14.380000114440918,151.82000732421875,339.0799865722656,145.6199951171875,14.739999771118164,150.82000732421875,337.4800109863281,144.97999572753906,14.210000038146973,151.0,337.7900085449219,145.1199951171875,14.65999984741211,9269800,48814700,5707700,0
2020-02-20,152.41000366210938,307.1364440917969,120.5579833984375,15.5600004196167,152.41000366210938,336.95001220703125,146.6699981689453,15.5600004196167,152.8300018310547,338.6400146484375,146.94000244140625,17.209999084472656,151.9499969482422,333.67999267578125,146.0,14.489999771118164,152.0,337.739990234375,146.0800018310547,14.539999961853027,8457300,74163400,9332900,0
2020-02-21,154.6999969482422,303.9734802246094,121.68408966064453,17.079999923706055,154.6999969482422,333.4800109863281,148.0399932861328,17.079999923706055,155.22000122070312,335.80999755859375,148.8800048828125,18.209999084472656,154.17999267578125,332.5799865722656,147.64999389648438,16.190000534057617,154.42999267578125,335.4700012207031,147.8000030517578,17.329999923706055,16344500,113788200,13860300,0
2020-02-24,156.08999633789062,293.8919982910156,123.500732421875,25.030000686645508,156.08999633789062,322.4200134277344,150.25,25.030000686645508,158.52999877929688,333.55999755859375,150.9600067138672,26.350000381469727,155.36000061035156,321.239990234375,150.0,22.0,158.5,323.1400146484375,150.8300018310547,22.25,27171000,161088400,15929300,0
2020-02-25,153.3000030517578,284.9864807128906,124.15824127197266,27.850000381469727,153.3000030517578,312.6499938964844,151.0500030517578,27.850000381469727,156.0800018310547,324.6099853515625,151.75999450683594,30.25,152.91000366210938,311.69000244140625,150.13999938964844,22.190000534057617,155.1199951171875,323.94000244140625,150.2100067138672,22.190000534057617,28091500,218913200,20802900,0
2020-02-26,153.97000122070312,283.9383544921875,123.500732421875,27.559999465942383,153.97000122070312,311.5,150.25,27.559999465942383,155.27999877929688,318.1099853515625,151.72000122070312,29.56999969482422,152.89999389648438,310.70001220703125,149.5800018310547,24.760000228881836,153.82000732421875,314.17999267578125,149.9499969482422,26.6299991607666,17912500,194773800,22589500,0
2020-02-27,154.0,271.1861877441406,124.84049224853516,39.15999984741211,154.0,297.510009765625,151.8800048828125,39.15999984741211,156.27000427246094,311.55999755859375,153.0800018310547,39.310001373291016,153.89999389648438,297.510009765625,150.8300018310547,27.790000915527344,155.5800018310547,305.4599914550781,152.6999969482422,28.950000762939453,27878500,284353500,30687900,0
2020-02-28,148.3800048828125,270.04669189453125,127.65985870361328,40.11000061035156,148.3800048828125,296.260009765625,155.30999755859375,40.11000061035156,152.77000427246094,297.8900146484375,155.97999572753906,49.47999954223633,147.0500030517578,285.5400085449219,154.16000366210938,39.369998931884766,152.7100067138672,288.70001220703125,154.4499969482422,42.02000045776367,42699600,384975800,44935200,0
2020-03-02,149.1999969482422,281.741455078125,126.72063446044922,33.41999816894531,149.1999969482422,309.0899963378906,153.94000244140625,33.41999816894531,150.72999572753906,309.1600036621094,156.5,40.40999984741211,149.0399932861328,294.4599914550781,153.75999450683594,31.5,150.0,298.2099914550781,155.3000030517578,38.540000915527344,16295400,238703600,28152400,0
2020-03-03,153.88999938964844,273.6745300292969,128.68798828125,36.81999969482422,153.88999938964844,300.239990234375,156.3300018310547,36.81999969482422,155.24000549316406,313.8399963378906,159.6999969482422,41.060001373291016,150.74000549316406,297.57000732421875,152.36000061035156,24.93000030517578,150.83999633789062,309.5,153.80999755859375,33.650001525878906,28687700,300139100,38608000,0
2020-03-04,154.16000366210938,285.17791748046875,127.3215560913086,31.989999771118164,154.16000366210938,312.8599853515625,154.6699981689453,31.989999771118164,154.9600067138672,313.1000061035156,157.35000610351562,35.58000183105469,153.6999969482422,303.3299865722656,154.19000244140625,30.299999237060547,154.39999389648438,306.1199951171875,156.41000366210938,34.439998626708984,12315500,176613400,23463700,0
2020-03-05,157.49000549316406,275.6980895996094,130.49075317382812,39.619998931884766,157.49000549316406,302.4599914550781,158.52000427246094,39.619998931884766,157.6199951171875,308.4700012207031,158.82000732421875,42.84000015258789,155.72000122070312,300.010009765625,156.80999755859375,33.540000915527344,156.05999755859375,304.9800109863281,157.1300048828125,33.61000061035156,17973500,186366800,17786200,0
2020-03-06,157.5500030517578,271.1405334472656,137.28207397460938,41.939998626708984,157.5500030517578,297.4599914550781,166.77000427246094,41.939998626708984,159.25,298.7799987792969,169.3300018310547,54.38999938964844,154.5399932861328,290.2300109863281,164.11000061035156,40.84000015258789,158.3300018310547,293.1499938964844,167.3000030517578,48.93000030517578,26973400,228667200,76288300,0
2020-03-09,157.80999755859375,249.96600341796875,141.00271606445312,54.459999084472656,157.80999755859375,274.2300109863281,171.2899932861328,54.459999084472656,159.3699951171875,284.19000244140625,179.6999969482422,62.119998931884766,156.3300018310547,273.45001220703125,170.33999633789062,41.939998626708984,158.60000610351562,275.29998779296875,179.10000610351562,41.939998626708984,24868700,309417300,41552800,0
2020-03-10,154.47999572753906,262.9004821777344,133.7752685546875,47.29999923706055,154.47999572753906,288.4200134277344,162.50999450683594,47.29999923706055,156.41000366210938,288.5199890136719,172.92999267578125,55.65999984741211,154.38999938964844,273.5,162.02999877929688,43.560001373291016,156.17999267578125,284.6400146484375,169.63999938964844,49.68000030517578,18811500,276444100,37728300,0
2020-03-11,153.92999267578125,250.08444213867188,128.8525390625,53.900001525878906,153.92999267578125,274.3599853515625,156.52999877929688,53.900001525878906,156.5,281.94000244140625,167.02999877929688,55.81999969482422,153.61000061035156,270.8800048828125,155.6300048828125,49.97999954223633,156.25,280.70001220703125,165.42999267578125,52.2400016784668,18159900,255316300,29519300,0
2020-03-12,147.7899932861328,226.15707397460938,129.6510772705078,75.47000122070312,147.7899932861328,248.11000061035156,157.5,75.47000122070312,151.5500030517578,266.6600036621094,166.36000061035156,76.83000183105469,146.85000610351562,247.67999267578125,155.66000366210938,59.90999984741211,151.52999877929688,256.0,163.50999450683594,61.459999084472656,32893400,392220700,24361800,0
2020-03-13,143.27999877929688,245.4904022216797,126.72063446044922,57.83000183105469,143.27999877929688,269.32000732421875,153.94000244140625,57.83000183105469,149.60000610351562,271.4800109863281,158.1999969482422,77.56999969482422,141.5800018310547,248.52000427246094,152.19000244140625,55.16999816894531,149.4199981689453,263.0899963378906,155.0,71.30999755859375,35177200,329566100,19812900,0
2020-03-16,141.63999938964844,218.6279296875,134.9276885986328,82.69000244140625,141.63999938964844,239.85000610351562,163.91000366210938,82.69000244140625,142.9600067138672,256.8999938964844,166.14999389648438,83.55999755859375,136.1199951171875,237.36000061035156,157.80999755859375,57.83000183105469,137.55999755859375,241.17999267578125,160.3800048828125,57.83000183105469,24496000,297240000,30496700,0
2020-03-17,143.55999755859375,230.43211364746094,125.93032836914062,75.91000366210938,143.55999755859375,252.8000030517578,152.97999572753906,75.91000366210938,146.1999969482422,256.1700134277344,165.6300048828125,84.83000183105469,139.92999267578125,237.07000732421875,152.7100067138672,70.37000274658203,140.17999267578125,245.0399932861328,163.5,82.69000244140625,24490300,262070500,18570900,0
2020-03-18,140.6999969482422,218.76467895507812,118.82624816894531,76.44999694824219,140.6999969482422,240.0,144.35000610351562,76.44999694824219,142.8800048828125,248.3699951171875,154.13999938964844,85.47000122070312,138.5,228.02000427246094,139.00999450683594,69.37000274658203,141.75,236.25,152.83999633789062,69.37000274658203,21953400,327597100,47061000,0
2020-03-19,138.0399932861328,219.22955322265625,122.06136322021484,72.0,138.0399932861328,240.50999450683594,148.27999877929688,72.0,140.5,247.3800048828125,153.4499969482422,84.26000213623047,137.85000610351562,232.22000122070312,145.25,68.56999969482422,139.0800018310547,239.25,146.9499969482422,80.62000274658203,20828900,289322000,21175300,0
2020-03-20,140.11000061035156,209.781982421875,131.2398681640625,66.04000091552734,140.11000061035156,228.8000030517578,159.42999267578125,66.04000091552734,141.1699981689453,244.47000122070312,159.42999267578125,69.51000213623047,139.13999938964844,228.5,152.11000061035156,57.41999816894531,140.7100067138672,242.52999877929688,153.3000030517578,67.86000061035156,20056000,347158800,20863100,0
2020-03-23,146.3000030517578,204.4182586669922,136.648193359375,61.59000015258789,146.3000030517578,222.9499969482422,166.0,61.59000015258789,146.92999267578125,229.67999267578125,166.69000244140625,76.73999786376953,142.27999877929688,218.25999450683594,156.57000732421875,60.459999084472656,142.67999267578125,228.19000244140625,157.5,74.08000183105469,28275200,326025200,19971800,0
2020-03-24,153.39999389648438,222.93923950195312,134.1045379638672,61.66999816894531,153.39999389648438,243.14999389648438,162.91000366210938,61.66999816894531,155.66000366210938,244.10000610351562,165.4499969482422,61.880001068115234,152.0500030517578,233.8000030517578,160.41000366210938,36.2400016784668,153.5,234.4199981689453,161.25,58.7599983215332,20743500,235494500,11948600,0
2020-03-25,151.3000030517578,226.276611328125,133.79994201660156,63.95000076293945,151.3000030517578,246.7899932861328,162.5399932861328,63.95000076293945,152.8800048828125,256.3500061035156,166.67999267578125,68.86000061035156,151.00999450683594,239.75,161.6199951171875,58.029998779296875,152.5800018310547,244.8699951171875,163.58999633789062,61.439998626708984,16457200,299430300,10750600,0
2020-03-26,153.24000549316406,239.48887634277344,134.45848083496094,61.0,153.24000549316406,261.20001220703125,163.33999633789062,61.0,154.80999755859375,262.79998779296875,165.67999267578125,67.05999755859375,152.0800018310547,249.0500030517578,162.27000427246094,57.65999984741211,153.30999755859375,249.52000427246094,164.0,65.66999816894531,12778200,257632800,10576200,0
2020-03-27,152.25,232.35552978515625,138.0475311279297,65.54000091552734,152.25,253.4199981689453,167.6999969482422,65.54000091552734,153.5500030517578,260.80999755859375,168.25,69.0999984741211,152.0,251.0500030517578,164.58999633789062,61.79999923706055,153.0,253.27000427246094,165.52000427246094,64.94999694824219,9824600,224341200,12550000,0
2020-03-30,152.9199981689453,239.9014892578125,136.91156005859375,57.08000183105469,152.9199981689453,261.6499938964844,166.32000732421875,57.08000183105469,153.0800018310547,262.42999267578125,170.11000061035156,67.69000244140625,151.57000732421875,253.52999877929688,165.94000244140625,56.599998474121094,152.41000366210938,255.6999969482422,168.3000030517578,66.30000305175781,12080900,171369500,13473200,0
2020-03-31,148.0500030517578,236.32566833496094,135.80026245117188,53.540000915527344,148.0500030517578,257.75,164.97000122070312,53.540000915527344,151.8000030517578,263.3299865722656,166.9199981689453,58.75,147.97000122070312,256.2200012207031,164.55999755859375,50.880001068115234,151.36000061035156,260.55999755859375,165.6999969482422,56.689998626708984,13319500,194881100,11464800,0
2020-04-01,149.4499969482422,225.6898651123047,137.7029571533203,57.060001373291016,149.4499969482422,246.14999389648438,167.0399932861328,57.060001373291016,150.0800018310547,257.6600036621094,168.9600067138672,60.59000015258789,147.85000610351562,243.89999389648438,166.39999389648438,52.7599983215332,148.1999969482422,247.97999572753906,168.47999572753906,57.380001068115234,11827400,189554600,11334700,0
2020-04-02,151.89999389648438,230.89768981933594,138.57679748535156,50.90999984741211,151.89999389648438,251.8300018310547,168.10000610351562,50.90999984741211,152.5,252.67999267578125,169.22000122070312,57.2400016784668,150.6999969482422,244.58999633789062,167.25999450683594,50.45000076293945,151.1999969482422,245.19000244140625,168.8300018310547,54.459999084472656,9188300,177660400,5771200,0
2020-04-03,152.64999389648438,227.56027221679688,138.90650939941406,46.79999923706055,152.64999389648438,248.19000244140625,168.5,46.79999923706055,153.08999633789062,253.32000732421875,170.3300018310547,52.290000915527344,151.66000366210938,245.22000122070312,168.13999938964844,46.7400016784668,152.22999572753906,250.75999450683594,168.5500030517578,51.11000061035156,8469100,135561200,6570800,0
2020-04-06,156.8800048828125,242.84458923339844,138.5438232421875,45.2400016784668,156.8800048828125,264.8599853515625,168.05999755859375,45.2400016784668,157.22000122070312,267.0,168.27000427246094,45.72999954223633,153.9600067138672,248.1699981689453,166.52999877929688,43.45000076293945,154.16000366210938,257.8399963378906,167.0,44.16999816894531,14739300,188061200,9434800,0
2020-04-07,156.0399932861328,243.0922393798828,137.09288024902344,46.70000076293945,156.0399932861328,265.1300048828125,166.3000030517578,46.70000076293945,156.13999938964844,275.0299987792969,166.4199981689453,47.5099983215332,154.3800048828125,264.8900146484375,163.7100067138672,43.5099983215332,155.3300018310547,274.2099914550781,164.9600067138672,44.83000183105469,9195400,201427200,13811400,0
2020-04-08,154.64999389648438,251.25247192382812,136.09536743164062,43.349998474121094,154.64999389648438,274.0299987792969,165.08999633789062,43.349998474121094,155.94000244140625,276.0,166.19000244140625,47.279998779296875,154.58999633789062,265.25,164.1300048828125,42.529998779296875,155.91000366210938,267.9599914550781,165.11000061035156,45.900001525878906,7600800,153774500,10147100,0
2020-04-09,158.69000244140625,255.07586669921875,136.34274291992188,41.66999816894531,158.69000244140625,278.20001220703125,165.38999938964844,41.66999816894531,159.0800018310547,281.20001220703125,165.7899932861328,45.72999954223633,157.2100067138672,275.4700012207031,163.77999877929688,41.38999938964844,158.0800018310547,277.5799865722656,164.27999877929688,43.0,18123000,189999200,14259100,0
2020-04-13,161.41000366210938,252.7469024658203,135.097900390625,41.16999816894531,161.41000366210938,275.6600036621094,163.8800048828125,41.16999816894531,162.3800048828125,277.510009765625,165.7100067138672,45.040000915527344,158.6300048828125,271.4100036621094,163.8800048828125,41.16999816894531,159.1699981689453,277.1400146484375,164.75,44.599998474121094,20549200,114839100,8750300,0
2020-04-14,162.67999267578125,260.20123291015625,135.06495666503906,37.7599983215332,162.67999267578125,283.7900085449219,163.83999633789062,37.7599983215332,164.4199981689453,284.8999938964844,164.74000549316406,40.56999969482422,161.77999877929688,275.510009765625,163.47999572753906,37.310001373291016,162.72999572753906,280.9800109863281,163.83999633789062,40.2400016784668,17095100,134143400,9019100,0
2020-04-15,161.85000610351562,254.6724395751953,138.64268493652344,40.84000015258789,161.85000610351562,277.760009765625,168.17999267578125,40.84000015258789,162.5399932861328,283.94000244140625,168.60000610351562,43.22999954223633,160.80999755859375,275.4599914550781,166.74000549316406,40.04999923706055,161.8000030517578,277.57000732421875,166.8000030517578,42.56999969482422,12141900,121775000,10027800,0
2020-04-16,161.7100067138672,255.90101623535156,140.21725463867188,40.11000061035156,161.7100067138672,279.1000061035156,170.08999633789062,40.11000061035156,163.14999389648438,280.0299987792969,170.32000732421875,43.02000045776367,160.64999389648438,275.760009765625,169.02000427246094,39.869998931884766,161.8800048828125,279.1499938964844,169.25999450683594,41.91999816894531,9233200,131798300,8265400,0
2020-04-17,158.57000732421875,262.8143310546875,138.3376922607422,38.150001525878906,158.57000732421875,286.6400146484375,167.80999755859375,38.150001525878906,160.07000732421875,287.29998779296875,170.83999633789062,40.2599983215332,158.1199951171875,282.3999938964844,167.27000427246094,37.630001068115234,159.72000122070312,285.3800048828125,169.82000732421875,39.5,14652700,146684800,8612100,0
2020-04-20,159.6999969482422,258.1840515136719,139.4505615234375,43.83000183105469,159.6999969482422,281.5899963378906,169.16000366210938,43.83000183105469,160.22000122070312,286.7900085449219,169.2899932861328,43.83000183105469,158.4600067138672,281.3500061035156,167.9600067138672,39.880001068115234,158.6199951171875,282.6099853515625,168.44000244140625,40.68000030517578,10688700,100109300,6462600,0
2020-04-21,158.61000061035156,250.34474182128906,141.2064971923828,45.40999984741211,158.61000061035156,273.0400085449219,171.2899932861328,45.40999984741211,159.2100067138672,278.0400085449219,172.14999389648438,47.77000045776367,157.0399932861328,272.0199890136719,170.77999877929688,43.77000045776367,157.60000610351562,276.7300109863281,171.92999267578125,44.279998779296875,12478100,126385700,7850700,0
2020-04-22,161.72999572753906,255.90101623535156,139.76380920410156,41.97999954223633,161.72999572753906,279.1000061035156,169.5399932861328,41.97999954223633,161.74000549316406,281.0,170.38999938964844,45.06999969482422,160.4199981689453,276.9100036621094,168.7100067138672,41.40999984741211,160.5,278.3500061035156,169.97000122070312,44.90999984741211,12902100,92951600,6230200,0
