date,daily_return,volume
2025-09-03,0.005995786288588636,40997162
2025-09-04,0.0021406094778110983,43875684
2025-09-05,0.011519806196607205,30323603
2025-09-08,-0.025835835679916368,46107635
2025-09-09,0.00719245983128239,46968201
2025-09-10,0.0099837922200828,66050890
2025-09-11,-0.0048935533818801665,27842209
2025-09-12,0.014672705535131492,70794908
2025-09-15,0.021196519587373095,43281999
2025-09-16,0.018131631914035783,56629059
2025-09-17,-0.012391696046098428,83591872
2025-09-18,0.002874641246802736,55470341
2025-09-19,0.00834142151321517,60967633
2025-09-22,-0.00637183403668836,67230633
2025-09-23,-0.004551330106731983,49183419
2025-09-24,0.021341237454677604,35543293
2025-09-25,-0.012084579816379839,74751679
2025-09-26,-0.010164583365755209,107774057
2025-09-29,0.008062697721495366,41432990
2025-09-30,-0.003007451929358454,45342156
2025-10-01,0.015134356803640529,35945431
2025-10-02,0.0003298031804081768,56309427
2025-10-03,0.015780526622923462,56317289
2025-10-06,0.00362992714239189,56152609
2025-10-07,-0.0017308031491796274,65781953
2025-10-08,0.012679516404495675,66300389
2025-10-09,-0.003911823601152847,48601231
2025-10-10,-0.01059160426638005,46208198
2025-10-13,-0.003564302993607081,41544894
2025-10-14,-0.016776852856679438,64377482
2025-10-15,-0.082,27381117
2025-10-16,0.00034564390692397464,65319272
2025-10-17,0.0007902395694118098,67398446
2025-10-20,-0.0007894452055877382,36609840
2025-10-21,-0.011298910671642095,45760662
2025-10-22,-0.007441849503977103,57139925
2025-10-23,0.007639729606555539,46109222
2025-10-24,-0.004708871251797603,73126771
2025-10-27,0.009384046040039978,82432470
2025-10-28,0.008416190130867312,61804109
2025-10-29,-0.02819004496237996,23074949
2025-10-30,0.02100071414877895,45640468
2025-10-31,-0.0012889157892347933,44220219
2025-11-03,0.0029992525361867144,53566234
2025-11-04,0.007118664882465806,98329750
2025-11-05,0.0007590618549860556,75909260
2025-11-06,0.013265221898066736,43091092
2025-11-07,0.0051459326034355695,54190701
2025-11-10,0.016464952819728044,34163852
2025-11-11,-0.002172958864065908,91769967
2025-11-12,0.017851593699688677,50491365
2025-11-13,0.014686484627734253,90946083
2025-11-14,0.018383940104189027,149096781
2025-11-17,0.017682191913324586,44648917
2025-11-18,0.015602694678995048,51581814
2025-11-19,0.017898850815239148,69585325
2025-11-20,0.011068002699214053,44504860
2025-11-21,-0.001981147332521798,74255961
2025-11-24,0.0018405410528231335,74404165
2025-11-25,0.00680449949850139,51958541
2025-11-26,-0.01737786023245735,89021245
2025-11-27,0.008384493687364984,159031959
2025-11-28,-0.00619777159179658,38816625
2025-12-01,-0.008646578039352195,49404784
2025-12-02,-0.005321511066446755,51776648
2025-12-03,0.013697506148102832,55844789
